B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Prodotiscus insignis,PICIFORMES,Indicatoridae,Cassin's Honeybird,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.017033323,6.464505759,10.795174,1
Malimbus cassini,PASSERIFORMES,Ploceidae,Cassin's Malimbe,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.306084245,5.974368687,3.692577,2
Neafrapus cassini,CAPRIMULGIFORMES,Apodidae,Cassin's Spinetail,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.602059991,6.314422764,13.229734,2
Bubulcus ibis,PELECANIFORMES,Ardeidae,Cattle Egret,2,0.041666667,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.563481085,7.312250717,17.480288,3
Cettia cetti,PASSERIFORMES,Scotocercidae,Cetti's Warbler,5,0.019230769,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.125481266,5.697341199,10.488174,1
Apalis chapini,PASSERIFORMES,Cisticolidae,Chapin's Apalis,5,0.016666667,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.944482672,4.762083861,4.909618,1
Kupeornis chapini,PASSERIFORMES,Leiotrichidae,Chapin's Mountain-babbler,4,0.022727273,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.65710361,4.642929114,3.101756,1
Agricola infuscatus,PASSERIFORMES,Muscicapidae,Chat-flycatcher,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.510545031,6.159802409,7.260345,3
Cisticola anonymus,PASSERIFORMES,Cisticolidae,Chattering Cisticola,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.146128036,6.37229131,4.300327,1
Ceuthmochares aereus,CUCULIFORMES,Cuculidae,Chattering Yellowbill,5,0.065217391,0,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.80406367,6.602226538,40.667215,3
Glaucidium castaneum,STRIGIFORMES,Strigidae,Chestnut Owlet,2,0.041666667,1,0,0,LC,5,1,Nocturnal,Omnivore,Forest,Not colonial,2,4.962592873,7.430476,1
Passer eminibey,PASSERIFORMES,Passeridae,Chestnut Sparrow,2,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.127104798,5.73841898,5.349399,1
Dyaphorophyia castanea,PASSERIFORMES,Platysteiridae,Chestnut Wattle-eye,3,0,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.149219113,6.555601368,11.541612,3
Ploceus rubiginosus,PASSERIFORMES,Ploceidae,Chestnut Weaver,4,0.025,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Colonial,1.478205636,6.384568598,2.894792,3
Eremopterix leucotis,PASSERIFORMES,Alaudidae,Chestnut-backed Sparrow-lark,3,0,1,0,0,LC,5,3,Diurnal,Omnivore,Open vegetation,Colonial,1.214843848,6.871176835,7.161966,2
Plocepasser rufoscapulatus,PASSERIFORMES,Ploceidae,Chestnut-backed Sparrow-weaver,5,0.019230769,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.649334844,5.605308436,4.786701,3
Charadrius pallidus,CHARADRIIFORMES,Charadriidae,Chestnut-banded Plover,4,0,1,0,0,NT,4,1,Diurnal,Carnivore,Aquatic,Colonial,1.541579244,5.667699432,12.741542,5
Pterocles exustus,PTEROCLIFORMES,Pteroclidae,Chestnut-bellied Sandgrouse,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.325310372,6.766713712,19.611277,3
Lamprotornis pulcher,PASSERIFORMES,Sturnidae,Chestnut-bellied Starling,5,0.057692308,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Colonial,1.828015064,6.573564185,6.550636,1
Nigrita bicolor,PASSERIFORMES,Estrildidae,Chestnut-breasted Nigrita,2,0.027777778,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.021189299,6.516340982,4.317983,1
Erythrocercus mccallii,PASSERIFORMES,Scotocercidae,Chestnut-capped Flycatcher,5,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.857332485,6.335601522,10.980868,2
Plocepasser superciliosus,PASSERIFORMES,Ploceidae,Chestnut-crowned Sparrow-weaver,7,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.56937391,6.31438025,4.844518,2
Accipiter castanilius,ACCIPITRIFORMES,Accipitridae,Chestnut-flanked Sparrowhawk,6,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.202079441,6.32129227,8.254363,1
Prionops scopifrons,PASSERIFORMES,Vangidae,Chestnut-fronted Helmetshrike,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.468347325,5.886356896,8.622684,2
Eremopterix signatus,PASSERIFORMES,Alaudidae,Chestnut-headed Sparrow-lark,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.195899647,5.986973152,7.176253,1
Pternistis castaneicollis,GALLIFORMES,Phasianidae,Chestnut-naped Francolin,6,0,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.918423541,5.422444057,4.631513,3
Apalis porphyrolaema,PASSERIFORMES,Cisticolidae,Chestnut-throated Apalis,5,0.020833333,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.924279286,5.168900696,5.826236,1
Onychognathus fulgidus,PASSERIFORMES,Sturnidae,Chestnut-winged Starling,5,0.0625,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.04630002,6.373788169,7.446624,1
Batis molitor,PASSERIFORMES,Platysteiridae,Chinspot Batis,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.066325925,6.717988341,7.27823,1
Apalis chirindensis,PASSERIFORMES,Cisticolidae,Chirinda Apalis,2,0,1,0,0,LC,5,2,Diurnal,Carnivore,Forest,Not colonial,0.93449847,4.791201714,5.127959,3
Cisticola pipiens,PASSERIFORMES,Cisticolidae,Chirping Cisticola,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.130333768,6.051954471,4.225948,3
Halcyon badia,CORACIIFORMES,Alcedinidae,Chocolate-backed Kingfisher,5,0.053571429,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.762678575,6.504203422,7.482154,6
Cossypha dichroa,PASSERIFORMES,Muscicapidae,Chorister Robin-chat,4,0.041666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.66133934,5.382419072,8.414761,3
Cisticola chubbi,PASSERIFORMES,Cisticolidae,Chubb's Cisticola,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.206825876,5.508173793,4.262132,2
Alectoris chukar,GALLIFORMES,Phasianidae,Chukar,7,0.013157895,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.701999475,3.994479,4.47133,1
Cisticola njombe,PASSERIFORMES,Cisticolidae,Churring Cisticola,7,0.011363636,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.037426498,4.522042598,4.222562,1
Estrilda thomensis,PASSERIFORMES,Estrildidae,Cinderella Waxbill,4,0.022727273,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.880813587,4.942527167,3.248538,3
Emberiza cineracea,PASSERIFORMES,Emberizidae,Cinereous Bunting,6,0,1,0,0,NT,4,4,Diurnal,Omnivore,Other habitat,Not colonial,1.38560626,4.95488321,4.629626,1
Bradypterus cinnamomeus,PASSERIFORMES,Locustellidae,Cinnamon Bracken-warbler,7,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.240549248,5.710945837,4.970301,1
Emberiza tahapisi,PASSERIFORMES,Emberizidae,Cinnamon-breasted Bunting,5,0.025,1,0,0,LC,5,1,Diurnal,Herbivore,Bare habitat,Not colonial,1.113943352,6.598677003,6.032438,3
Euryptila subcinnamomea,PASSERIFORMES,Cisticolidae,Cinnamon-breasted Warbler,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.06069784,5.437841027,7.753744,3
Merops oreobates,CORACIIFORMES,Meropidae,Cinnamon-chested Bee-eater,8,0.043103448,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,1.381115081,5.557430246,7.035082,5
Emberiza cirlus,PASSERIFORMES,Emberizidae,Cirl Bunting,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.408239972,5.391651017,6.227629,2
Acrocephalus stentoreus,PASSERIFORMES,Acrocephalidae,Clamorous Reed-warbler,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.383815366,5.158431207,3.119068,1
Pternistis clappertoni,GALLIFORMES,Phasianidae,Clapperton's Francolin,4,0.022727273,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,2.675319983,6.366060119,3.653286,2
Ploceus golandi,PASSERIFORMES,Ploceidae,Clarke's Weaver,5,0.022727273,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.371990911,2.849202369,2.843941,4
Cisticola textrix,PASSERIFORMES,Cisticolidae,Cloud Cisticola,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.01911629,5.758198944,4.15573,1
Mirafra collaris,PASSERIFORMES,Alaudidae,Collared Lark,6,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.398467451,5.50400979,6.274321,1
Cichladusa arquata,PASSERIFORMES,Muscicapidae,Collared Palm-thrush,5,0.029411765,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.534026116,6.361940093,7.252874,6
Glareola pratincola,CHARADRIIFORMES,Glareolidae,Collared Pratincole,6,0.016666667,1,0,0,LC,5,4,Nocturnal,Carnivore,Artificial,Colonial,1.928907698,6.986978823,4.503907,4
Riparia riparia,PASSERIFORMES,Hirundinidae,Collared Sand Martin,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Artificial,Colonial,1.104942108,7.048114698,10.144898,2
Hedydipna collaris,PASSERIFORMES,Nectariniidae,Collared Sunbird,8,0.064516129,1,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,0.86337552,6.961971444,8.942181,2
Pycnonotus barbatus,PASSERIFORMES,Pycnonotidae,Common Bulbul,4,0,0,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.514547753,7.290563395,3.914638,5
Turnix sylvaticus,CHARADRIIFORMES,Turnicidae,Common Buttonquail,6,0.016666667,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.734399743,7.054856809,9.658127,1
Fringilla coelebs,PASSERIFORMES,Fringillidae,Common Chaffinch,7,0,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,1.379607636,5.862941827,11.663598,1
Grus grus,GRUIFORMES,Gruidae,Common Crane,4,0,1,1,0,LC,5,4,Diurnal,Herbivore,Aquatic,Not colonial,3.740362689,6.325162235,5.925404,2
Regulus ignicapilla,PASSERIFORMES,Regulidae,Common Firecrest,8,0.011363636,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,1.052618107,5.40376491,22.842921,1
Lanius collaris,PASSERIFORMES,Laniidae,Common Fiscal,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.564666064,6.857314052,6.043496,3
Tringa nebularia,CHARADRIIFORMES,Scolopacidae,Common Greenshank,4,0,1,1,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,2.271841607,7.312334606,11.970126,5
Gelochelidon nilotica,CHARADRIIFORMES,Laridae,Common Gull-billed Tern,3,0,1,0,0,LC,5,4,Diurnal,Omnivore,Aquatic,Colonial,2.331816482,6.595307113,7.324811,4
Upupa epops,BUCEROTIFORMES,Upupidae,Common Hoopoe,5,0,1,0,1,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.788168371,7.306473068,35.58134,1
Falco tinnunculus,FALCONIFORMES,Falconidae,Common Kestrel,5,0.020833333,1,0,0,LC,5,4,Diurnal,Carnivore,Artificial,Not colonial,2.264817823,7.213068915,4.393255,5
Ixobrychus minutus,PELECANIFORMES,Ardeidae,Common Little Bittern,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,2.071882007,7.194261096,23.258091,3
Luscinia megarhynchos,PASSERIFORMES,Muscicapidae,Common Nightingale,3,0.027777778,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.29299404,6.712086557,8.226501,2
Struthio camelus,STRUTHIONIFORMES,Struthionidae,Common Ostrich,3,0.035714286,1,1,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,5.045322979,6.964633842,54.42485,18
Corvus corax,PASSERIFORMES,Corvidae,Common Raven,2,0,0,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,2.894869657,5.94922098,2.745269,1
Tringa totanus,CHARADRIIFORMES,Scolopacidae,Common Redshank,3,0,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.11058971,7.000309046,11.131516,5
Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed-warbler,5,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.089905111,7.401986184,4.099275,1
Charadrius hiaticula,CHARADRIIFORMES,Charadriidae,Common Ringed Plover,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.806519134,7.316262824,15.286024,4
Actitis hypoleucos,CHARADRIIFORMES,Scolopacidae,Common Sandpiper,3,0,1,0,0,LC,5,4,Diurnal,Omnivore,Aquatic,Not colonial,1.681241237,7.324712996,21.494293,1
Rhinopomastus cyanomelas,BUCEROTIFORMES,Phoeniculidae,Common Scimitarbill,5,0.08,1,1,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.447158031,6.804511036,21.248016,2
Melanitta nigra,ANSERIFORMES,Anatidae,Common Scoter,1,0,0,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,3.02201574,3.947392431,6.661431,1
Saxicola torquatus,PASSERIFORMES,Muscicapidae,Common Stonechat,6,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.100370558,6.935997049,5.056836,1
Apus apus,CAPRIMULGIFORMES,Apodidae,Common Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Colonial,1.575187845,7.266448377,6.724703,1
Anas crecca,ANSERIFORMES,Anatidae,Common Teal,8,0.020833333,1,0,0,LC,5,4,Diurnal,Herbivore,Aquatic,Not colonial,2.536347978,6.789203781,3.064888,1
Sterna hirundo,CHARADRIIFORMES,Laridae,Common Tern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.1430148,5.145587047,4.089851,5
Estrilda astrild,PASSERIFORMES,Estrildidae,Common Waxbill,6,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.919078092,6.765284871,3.489101,1
Ploceus superciliosus,PASSERIFORMES,Ploceidae,Compact Weaver,9,0.011363636,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.330413766,6.000930415,2.893025,1
Phodilus prigoginei,STRIGIFORMES,Tytonidae,Congo Bay-owl,4,0.027777778,1,0,0,EN,2,1,Nocturnal,Carnivore,Open vegetation,Not colonial,2.290034611,3.668556067,29.486668,2
Myrmecocichla tholloni,PASSERIFORMES,Muscicapidae,Congo Moor-chat,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.346630055,5.735818668,5.233358,1
Afropavo congensis,GALLIFORMES,Phasianidae,Congo Peafowl,5,0,1,0,0,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,3.10754913,5.843547538,9.926912,3
Lophoceros fasciatus,BUCEROTIFORMES,Bucerotidae,Congo Pied Hornbill,3,0.035714286,1,0,1,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.414137362,6.587385407,11.287265,5
Dryotriorchis spectabilis,ACCIPITRIFORMES,Accipitridae,Congo Serpent-eagle,4,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,3.098940914,6.459939444,16.116206,6
Cinnyris cupreus,PASSERIFORMES,Nectariniidae,Copper Sunbird,6,0.076923077,1,1,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.950608225,6.891949582,5.937808,2
Hylopsar cupreocauda,PASSERIFORMES,Sturnidae,Copper-tailed Starling,6,0.076923077,0,0,0,NT,4,1,Diurnal,Herbivore,Forest,Not colonial,1.767155866,5.537600832,8.579471,2
Centropus cupreicaudus,CUCULIFORMES,Cuculidae,Coppery-tailed Coucal,4,0.045454545,0,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.455606113,6.243120142,9.385199,3
Peliperdix coqui,GALLIFORMES,Phasianidae,Coqui Francolin,6,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.398374086,6.619926721,9.166189,3
Crex crex,GRUIFORMES,Rallidae,Corncrake,7,0.014705882,1,0,0,LC,5,4,Diurnal,Omnivore,Open vegetation,Not colonial,2.191730393,6.976853146,10.730209,1
Dromas ardeola,CHARADRIIFORMES,Dromadidae,Crab-plover,2,0,0,1,0,LC,5,4,Nocturnal,Carnivore,Aquatic,Colonial,2.511883361,5.811740369,22.974905,5
Cursorius cursor,CHARADRIIFORMES,Glareolidae,Cream-coloured Courser,5,0,1,0,0,LC,5,4,Nocturnal,Carnivore,Other habitat,Not colonial,2.139879086,6.657782056,7.868104,8
Trachyphonus vaillantii,PICIFORMES,Lybiidae,Crested Barbet,5,0.016666667,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.84167225,6.493720917,9.022813,3
Dendroperdix sephaena,GALLIFORMES,Phasianidae,Crested Francolin,5,0.020833333,1,0,1,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.533390708,6.523136037,11.981425,3
Galerida cristata,PASSERIFORMES,Alaudidae,Crested Lark,5,0,1,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,1.62324929,6.772907456,4.371645,3
Malimbus malimbicus,PASSERIFORMES,Ploceidae,Crested Malimbe,2,0.041666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.558708571,6.392873042,3.688713,2
Emberiza caesia,PASSERIFORMES,Emberizidae,Cretzschmar's Bunting,3,0.041666667,1,0,0,LC,5,4,Diurnal,Omnivore,Artificial,Not colonial,1.282119498,5.667100504,4.74812,1
Spiloptila clamans,PASSERIFORMES,Cisticolidae,Cricket Warbler,6,0.017857143,1,1,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,0.84509804,6.432407846,7.021048,3
Pyrenestes sanguineus,PASSERIFORMES,Estrildidae,Crimson Seedcracker,2,0.027777778,0,0,1,LC,5,1,Diurnal,Herbivore,Aquatic,Not colonial,1.283301229,5.631685849,4.397305,1
Laniarius atrococcineus,PASSERIFORMES,Malaconotidae,Crimson-breasted Gonolek,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.688419822,6.292891345,11.920557,7
Estrilda rhodopyga,PASSERIFORMES,Estrildidae,Crimson-rumped Waxbill,6,0.015625,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.886490725,6.088741975,2.434079,1
Cisticola natalensis,PASSERIFORMES,Cisticolidae,Croaking Cisticola,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.227886705,6.908444443,4.117879,1
Geokichla crossleyi,PASSERIFORMES,Turdidae,Crossley's Ground-thrush,4,0.03125,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.857332496,4.89981747,7.100415,1
Microcarbo coronatus,SULIFORMES,Phalacrocoracidae,Crowned Cormorant,1,0.083333333,0,0,0,NT,4,1,Diurnal,Carnivore,Aquatic,Colonial,2.882524538,4.15520779,7.253504,2
Stephanoaetus coronatus,ACCIPITRIFORMES,Accipitridae,Crowned Eagle,4,0,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,3.561101384,6.818828207,17.987697,13
Lophoceros alboterminatus,BUCEROTIFORMES,Bucerotidae,Crowned Hornbill,4,0,1,0,1,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.351216345,6.47397526,11.257528,2
Vanellus coronatus,CHARADRIIFORMES,Charadriidae,Crowned Lapwing,4,0,1,1,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,2.217483944,6.830510415,10.671055,2
Pterocles coronatus,PTEROCLIFORMES,Pteroclidae,Crowned Sandgrouse,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Bare habitat,Not colonial,2.477121255,6.561820814,21.169684,5
Anomalospiza imberbis,PASSERIFORMES,Viduidae,Cuckoo-finch,3,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.294466243,6.257049638,15.963974,1
Calidris ferruginea,CHARADRIIFORMES,Scolopacidae,Curlew Sandpiper,7,0.023809524,1,0,0,NT,4,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.764176132,7.088416742,16.001194,6
Amadina fasciata,PASSERIFORMES,Estrildidae,Cut-throat Finch,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.255272505,6.5244621,6.006314,1
Sylvia melanothorax,PASSERIFORMES,Sylviidae,Cyprus Warbler,3,0.035714286,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.056904837,5.042840909,5.752718,1
Sternula balaenarum,CHARADRIIFORMES,Laridae,Damara Tern,3,0,1,0,0,VU,3,4,Diurnal,Carnivore,Aquatic,Colonial,1.77815125,5.307005354,4.440881,5
Cisticola dambo,PASSERIFORMES,Cisticolidae,Dambo Cisticola,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.954242509,5.681041361,4.23833,1
Arcanator orostruthus,PASSERIFORMES,Modulatricidae,Dapple-throat,4,0,1,0,0,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,1.514547763,3.805598821,27.966292,3
Melierax metabates,ACCIPITRIFORMES,Accipitridae,Dark Chanting-goshawk,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,2.848189117,7.092831304,12.041393,5
Ploceus bicolor,PASSERIFORMES,Ploceidae,Dark-backed Weaver,4,0.017857143,0,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,1.519827974,6.130831903,2.952211,2
Melaniparus leucomelas,PASSERIFORMES,Paridae,Dark-eyed Black Tit,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.206825876,6.425045543,7.348955,1
Trachyphonus darnaudii,PICIFORMES,Lybiidae,D'Arnaud's Barbet,5,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.456366039,6.106763039,7.497934,4
Anthropoides virgo,GRUIFORMES,Gruidae,Demoiselle Crane,3,0,1,1,1,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,3.38327665,5.898347578,6.932522,1
Neotis denhami,OTIDIFORMES,Otididae,Denham's Bustard,5,0,1,0,0,NT,4,4,Diurnal,Omnivore,Open vegetation,Not colonial,3.683744773,6.884855881,13.985936,9
Cisticola aridulus,PASSERIFORMES,Cisticolidae,Desert Cisticola,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.966141733,6.649107432,4.228227,1
Ammomanes deserti,PASSERIFORMES,Alaudidae,Desert Lark,6,0,1,0,0,LC,5,1,Diurnal,Omnivore,Bare habitat,Not colonial,1.376576943,6.824963395,11.47835,3
Passer simplex,PASSERIFORMES,Passeridae,Desert Sparrow,4,0,1,0,0,LC,5,1,Diurnal,Omnivore,Shrubland,Colonial,1.290034611,5.819661208,5.206123,7
Oenanthe deserti,PASSERIFORMES,Muscicapidae,Desert Wheatear,4,0.025,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.297760511,6.779587041,6.492769,5
Falco dickinsoni,FALCONIFORMES,Falconidae,Dickinson's Kestrel,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.320146286,6.574114021,9.3917,6
Bradypterus grandis,PASSERIFORMES,Locustellidae,Dja River Swamp-warbler,6,0,1,0,0,NT,4,1,Diurnal,Carnivore,Aquatic,Not colonial,1.267171728,4.09511597,5.303044,2
Pternistis ochropectus,GALLIFORMES,Phasianidae,Djibouti Francolin,6,0.015625,1,0,0,CR,1,1,Diurnal,Omnivore,Forest,Not colonial,2.849419414,2.773900255,3.943975,2
Telophorus dohertyi,PASSERIFORMES,Malaconotidae,Doherty's Bush-shrike,5,0.015625,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.547774705,5.055918199,12.512268,1
Caprimulgus donaldsoni,CAPRIMULGIFORMES,Caprimulgidae,Donaldson-Smith's Nightjar,6,0.013888889,1,0,0,LC,5,1,Nocturnal,Carnivore,Shrubland,Not colonial,1.462397998,5.875216871,11.024422,1
Plocepasser donaldsoni,PASSERIFORMES,Ploceidae,Donaldson-Smith's Sparrow-weaver,6,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.600972912,5.278810208,4.789284,1
Smutsornis africanus,CHARADRIIFORMES,Glareolidae,Double-banded Courser,5,0,1,0,0,LC,5,1,Nocturnal,Carnivore,Shrubland,Not colonial,1.942008053,6.474711943,14.140619,3
Pterocles bicinctus,PTEROCLIFORMES,Pteroclidae,Double-banded Sandgrouse,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.374748346,6.218619917,20.74933,4
Pternistis bicalcaratus,GALLIFORMES,Phasianidae,Double-spurred Francolin,6,0.014705882,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.64738297,6.555885332,3.919758,2
Pogonornis bidentatus,PICIFORMES,Lybiidae,Double-toothed Barbet,4,0.05,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.900367129,6.412209854,4.668406,3
Prinia hypoxantha,PASSERIFORMES,Cisticolidae,Drakensberg Prinia,4,0.025,1,1,0,LC,5,2,Diurnal,Carnivore,Open vegetation,Not colonial,1.021189299,5.335174988,5.644803,2
Chaetops aurantius,PASSERIFORMES,Chaetopidae,Drakensberg Rockjumper,5,0.022727273,1,0,0,LC,5,2,Diurnal,Carnivore,Open vegetation,Not colonial,1.733197265,5.015040157,21.545361,5
Crithagra symonsi,PASSERIFORMES,Fringillidae,Drakensberg Siskin,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.198657092,4.568034214,3.159083,2
Calidris alpina,CHARADRIIFORMES,Scolopacidae,Dunlin,5,0.017857143,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.717878449,5.984401897,11.391194,3
Eremalauda dunni,PASSERIFORMES,Alaudidae,Dunn's Lark,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.311753861,6.261366577,10.659584,2
