B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Chersophilus duponti,PASSERIFORMES,Alaudidae,Dupont's Lark,4,0,1,1,0,NT,4,1,Diurnal,Omnivore,Open vegetation,Colonial,1.595496222,5.345869511,14.70385,3
Turdoides tenebrosa,PASSERIFORMES,Leiotrichidae,Dusky Babbler,3,0.025,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.880813592,5.507301636,2.722866,1
Elminia nigromitrata,PASSERIFORMES,Stenostiridae,Dusky Crested-flycatcher,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.956648579,6.386123466,16.049732,1
Cryptospiza jacksoni,PASSERIFORMES,Estrildidae,Dusky Crimsonwing,3,0.035714286,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.113943352,4.88046057,3.674556,4
Vidua funerea,PASSERIFORMES,Viduidae,Dusky Indigobird,4,0,0,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.156851901,6.140914842,3.123146,1
Pinarocorys nigricans,PASSERIFORMES,Alaudidae,Dusky Lark,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.581494542,6.55068845,6.221411,2
Cercococcyx mechowi,CUCULIFORMES,Cuculidae,Dusky Long-tailed Cuckoo,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.74507478,6.140635452,14.636123,3
Cinnyris fuscus,PASSERIFORMES,Nectariniidae,Dusky Sunbird,8,0.066666667,1,1,0,LC,5,3,Diurnal,Omnivore,Open vegetation,Not colonial,0.894869657,6.048931226,5.771922,2
Melaniparus funereus,PASSERIFORMES,Paridae,Dusky Tit,1,0,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.408239965,6.352718313,11.130591,1
Streptopelia lugens,COLUMBIFORMES,Columbidae,Dusky Turtle-dove,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.190331698,5.90464759,5.627103,2
Euschistospiza cinereovinacea,PASSERIFORMES,Estrildidae,Dusky Twinspot,4,0.03125,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.079181246,5.156896111,6.940371,1
Bradornis comitatus,PASSERIFORMES,Muscicapidae,Dusky-blue Flycatcher,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.149219124,6.56030366,4.438508,1
Ixobrychus sturmii,PELECANIFORMES,Ardeidae,Dwarf Bittern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.146128036,7.108937983,16.868824,6
Indicator pumilio,PICIFORMES,Indicatoridae,Dwarf Honeyguide,4,0,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.118925753,4.74500416,7.66734,2
Lophoceros camurus,BUCEROTIFORMES,Bucerotidae,Dwarf Hornbill,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.017033339,6.231023167,14.416846,2
Euschistospiza dybowskii,PASSERIFORMES,Estrildidae,Dybowski's Twinspot,5,0.022727273,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.127104786,5.87765525,6.940371,1
Sheppardia gunningi,PASSERIFORMES,Muscicapidae,East Coast Akalat,6,0.03125,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.239299479,5.082933525,7.877818,3
Batis soror,PASSERIFORMES,Platysteiridae,East Coast Batis,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.977723605,5.927729997,5.863369,1
Criniger chloronotus,PASSERIFORMES,Pycnonotidae,Eastern Bearded Greenbul,6,0,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.653212514,6.080878968,6.50899,1
Oriolus larvatus,PASSERIFORMES,Oriolidae,Eastern Black-headed Oriole,5,0.019230769,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.820201459,6.781878765,7.435663,3
Columba delegorguei,COLUMBIFORMES,Columbidae,Eastern Bronze-naped Pigeon,6,0.05,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.123851641,5.36075999,6.102351,4
Melierax poliopterus,ACCIPITRIFORMES,Accipitridae,Eastern Chanting-goshawk,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,2.803457116,6.313965878,10.95765,2
Guttera pucherani,GALLIFORMES,Numididae,Eastern Crested Guineafowl,5,0.03125,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,3.090610708,5.711399343,10.217486,6
Cinnyris mediocris,PASSERIFORMES,Nectariniidae,Eastern Double-collared Sunbird,8,0.053030303,1,1,0,LC,5,1,Diurnal,Omnivore,Artificial,Not colonial,0.913813852,5.292154006,5.804189,3
Pogoniulus simplex,PICIFORMES,Lybiidae,Eastern Green Tinkerbird,3,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,0.944482682,5.706611169,6.718338,1
Aquila heliaca,ACCIPITRIFORMES,Accipitridae,Eastern Imperial Eagle,4,0,1,0,0,VU,3,4,Diurnal,Carnivore,Forest,Not colonial,3.507180977,6.220757309,4.593048,2
Certhilauda semitorquata,PASSERIFORMES,Alaudidae,Eastern Long-billed Lark,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.591064607,5.666459777,6.126223,1
Cinnyris manoensis,PASSERIFORMES,Nectariniidae,Eastern Miombo Sunbird,8,0.051470588,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.977723605,5.657965287,5.869389,4
Arizelocichla nigriceps,PASSERIFORMES,Pycnonotidae,Eastern Mountain Greenbul,2,0,1,0,0,LC,5,2,Diurnal,Herbivore,Forest,Not colonial,1.571708823,5.395235642,11.189641,2
Nicator gularis,PASSERIFORMES,Nicatoridae,Eastern Nicator,7,0.013157895,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.667452953,5.955968072,17.135789,4
Crinifer zonurus,MUSOPHAGIFORMES,Musophagidae,Eastern Plantain-eater,4,0,1,1,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.721810615,6.00613502,26.557619,2
Anthreptes orientalis,PASSERIFORMES,Nectariniidae,Eastern Violet-backed Sunbird,9,0.073529412,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.012837233,6.286308445,9.434804,1
Trachylaemus purpuratus,PICIFORMES,Lybiidae,Eastern Yellow-billed Barbet,8,0.064814815,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.881384648,6.541968456,12.867922,2
Tockus flavirostris,BUCEROTIFORMES,Bucerotidae,Eastern Yellow-billed Hornbill,3,0,1,1,1,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,2.342422681,6.159961339,10.882015,2
Alopochen aegyptiaca,ANSERIFORMES,Anatidae,Egyptian Goose,5,0.046875,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Not colonial,3.102991136,7.241852681,5.883692,2
Caprimulgus aegyptius,CAPRIMULGIFORMES,Caprimulgidae,Egyptian Nightjar,6,0,1,0,0,LC,5,4,Nocturnal,Carnivore,Bare habitat,Not colonial,1.888179511,6.351275872,11.9355,4
Pluvianus aegyptius,CHARADRIIFORMES,Pluvianidae,Egyptian Plover,5,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.913813852,6.776419462,53.167142,7
Neophron percnopterus,ACCIPITRIFORMES,Accipitridae,Egyptian Vulture,4,0.025,1,0,0,EN,2,4,Diurnal,Carnivore,Bare habitat,Not colonial,3.318480725,7.025731752,27.712059,3
Falco eleonorae,FALCONIFORMES,Falconidae,Eleonora's Falcon,2,0,0,0,0,LC,5,4,Diurnal,Omnivore,Shrubland,Colonial,2.591064607,4.866162749,4.749419,4
Dendropicos elliotii,PICIFORMES,Picidae,Elliot's Woodpecker,6,0.016666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.570542949,5.878215281,5.88569,3
Turtur chalcospilos,COLUMBIFORMES,Columbidae,Emerald-spotted Wood-dove,4,0.038461538,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,1.782472613,6.76777489,11.856125,2
Lanius gubernator,PASSERIFORMES,Laniidae,Emin's Shrike,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.371067862,5.608566382,4.699835,2
Sheppardia aequatorialis,PASSERIFORMES,Muscicapidae,Equatorial Akalat,6,0.039473684,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.225309282,5.137640607,6.755733,3
Pternistis erckelii,GALLIFORMES,Phasianidae,Erckel's Francolin,5,0.017857143,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,3.079000252,5.164923995,4.629164,1
Oriolus monacha,PASSERIFORMES,Oriolidae,Ethiopian Black-headed Oriole,5,0.017857143,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.768713592,5.52781592,7.940165,1
Zavattariornis stresemanni,PASSERIFORMES,Corvidae,Ethiopian Bushcrow,3,0,1,0,0,EN,2,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.152349438,3.662835757,13.758662,5
Lagonosticta larvata,PASSERIFORMES,Estrildidae,Ethiopian Firefinch,7,0.022727273,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.995635195,5.490208712,5.656319,1
Serinus nigriceps,PASSERIFORMES,Fringillidae,Ethiopian Siskin,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.181990451,5.060467338,3.301193,1
Hirundo aethiopica,PASSERIFORMES,Hirundinidae,Ethiopian Swallow,5,0.065789474,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.123851641,6.67760804,2.83813,2
Botaurus stellaris,PELECANIFORMES,Ardeidae,Eurasian Bittern,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,3.122051963,6.531685772,16.020887,1
Sylvia atricapilla,PASSERIFORMES,Sylviidae,Eurasian Blackcap,4,0,1,0,0,LC,5,4,Diurnal,Omnivore,Forest,Not colonial,1.222716471,7.092775972,10.783883,1
Buteo buteo,ACCIPITRIFORMES,Accipitridae,Eurasian Buzzard,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,2.889861721,6.931504835,1.868782,3
Ptyonoprogne rupestris,PASSERIFORMES,Hirundinidae,Eurasian Crag Martin,3,0.027777778,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.309630167,6.201896103,7.286888,3
Numenius arquata,CHARADRIIFORMES,Scolopacidae,Eurasian Curlew,3,0,1,1,0,NT,4,4,Diurnal,Omnivore,Aquatic,Colonial,2.906065545,6.906358765,7.820327,2
Bubo bubo,STRIGIFORMES,Strigidae,Eurasian Eagle-owl,5,0.020833333,1,0,1,LC,5,1,Nocturnal,Carnivore,Artificial,Not colonial,3.429106008,3.424698241,5.707723,1
Oriolus oriolus,PASSERIFORMES,Oriolidae,Eurasian Golden Oriole,4,0.041666667,1,0,0,LC,5,4,Diurnal,Omnivore,Forest,Not colonial,1.897627091,7.359663912,6.282609,1
Otus scops,STRIGIFORMES,Strigidae,Eurasian Scops-owl,4,0.022727273,1,0,1,LC,5,4,Nocturnal,Carnivore,Forest,Not colonial,1.963787827,7.246935028,6.056223,1
Platalea leucorodia,PELECANIFORMES,Threskiornithidae,Eurasian Spoonbill,2,0,1,1,1,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,3.271376872,5.899049753,14.722264,7
Burhinus oedicnemus,CHARADRIIFORMES,Burhinidae,Eurasian Thick-knee,3,0,1,0,0,LC,5,4,Nocturnal,Omnivore,Open vegetation,Not colonial,2.661812686,7.027731116,16.005374,3
Jynx torquilla,PICIFORMES,Picidae,Eurasian Wryneck,5,0.019230769,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,1.562292864,6.791777189,15.002417,1
Merops apiaster,CORACIIFORMES,Meropidae,European Bee-eater,8,0.051724138,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Colonial,1.752816419,6.53375358,5.996481,2
Pernis apivorus,ACCIPITRIFORMES,Accipitridae,European Honey-buzzard,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,2.879669206,7.27210212,13.626927,1
Coracias garrulus,CORACIIFORMES,Coraciidae,European Roller,6,0.0375,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,2.164352856,7.284947086,9.378187,2
Hydrobates pelagicus,PROCELLARIIFORMES,Hydrobatidae,European Storm-petrel,3,0,1,0,0,LC,5,4,Nocturnal,Omnivore,Aquatic,Colonial,1.401400541,4.626876933,24.209712,2
Streptopelia turtur,COLUMBIFORMES,Columbidae,European Turtle-dove,6,0,1,0,0,VU,3,4,Diurnal,Omnivore,Shrubland,Not colonial,2.120573931,6.797354125,4.619551,1
Bradypterus lopezi,PASSERIFORMES,Locustellidae,Evergreen-forest Warbler,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.283301229,5.625565259,4.639806,1
Chlorocichla falkensteini,PASSERIFORMES,Pycnonotidae,Falkenstein's Greenbul,4,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.501059273,5.99074045,7.935518,1
Oenanthe familiaris,PASSERIFORMES,Muscicapidae,Familiar Chat,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.342422681,6.861488076,6.075951,3
Schoenicola brevirostris,PASSERIFORMES,Locustellidae,Fan-tailed Grassbird,6,0.016666667,1,1,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.195899652,6.447243144,4.863641,1
Corvus rhipidurus,PASSERIFORMES,Corvidae,Fan-tailed Raven,2,0,0,0,0,LC,5,1,Diurnal,Omnivore,Bare habitat,Not colonial,2.78604121,6.284169798,3.550771,1
Euplectes axillaris,PASSERIFORMES,Ploceidae,Fan-tailed Widowbird,4,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.402261382,6.371090061,3.009345,1
Psalidoprocne obscura,PASSERIFORMES,Hirundinidae,Fanti Saw-wing,3,0.083333333,0,1,1,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,0.973127854,6.166444298,4.479613,3
Estrilda paludicola,PASSERIFORMES,Estrildidae,Fawn-breasted Waxbill,6,0.017857143,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.880813592,6.297373057,2.635629,1
Calendulauda africanoides,PASSERIFORMES,Alaudidae,Fawn-coloured Lark,5,0.022727273,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.36921585,6.315648681,6.256171,3
Aythya nyroca,ANSERIFORMES,Anatidae,Ferruginous Duck,3,0.035714286,1,0,0,NT,4,4,Diurnal,Herbivore,Aquatic,Colonial,2.758911892,7.119935578,2.157687,1
Malaconotus cruentus,PASSERIFORMES,Malaconotidae,Fiery-breasted Bush-shrike,7,0.015625,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.884795347,6.352009811,8.884803,1
Caprimulgus pectoralis,CAPRIMULGIFORMES,Caprimulgidae,Fiery-necked Nightjar,7,0.023809524,1,0,0,LC,5,1,Nocturnal,Carnivore,Open vegetation,Not colonial,1.720159303,6.755322427,6.599291,2
Campethera punctuligera,PICIFORMES,Picidae,Fine-spotted Woodpecker,7,0.011363636,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.856124463,6.609503758,3.516923,2
Stizorhina finschi,PASSERIFORMES,Turdidae,Finsch's Flycatcher-thrush,6,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.552668225,5.598943427,8.002154,1
Scleroptila finschi,GALLIFORMES,Phasianidae,Finsch's Francolin,6,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.755874856,5.483498848,5.804747,1
Dendropicos pyrrhogaster,PICIFORMES,Picidae,Fire-bellied Woodpecker,5,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.835690571,5.9019027,4.203101,2
Alethe castanea,PASSERIFORMES,Muscicapidae,Fire-crested Alethe,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.509202522,6.478282749,15.340693,1
Euplectes diadematus,PASSERIFORMES,Ploceidae,Fire-fronted Bishop,4,0.041666667,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Colonial,1.143014788,5.366420193,2.21437,1
Melaenornis silens,PASSERIFORMES,Muscicapidae,Fiscal Flycatcher,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,1.409933136,5.985795826,6.90684,1
Phyllastrephus fischeri,PASSERIFORMES,Pycnonotidae,Fischer's Greenbul,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.433769834,5.421221886,5.931158,1
Agapornis fischeri,PSITTACIFORMES,Psittacidae,Fischer's Lovebird,7,0.066176471,1,0,0,NT,4,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.778934311,5.218074854,4.159713,5
Eremopterix leucopareia,PASSERIFORMES,Alaudidae,Fischer's Sparrow-lark,7,0.015625,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.161368002,5.93292554,7.186462,1
Lamprotornis fischeri,PASSERIFORMES,Sturnidae,Fischer's Starling,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.707570176,5.80696267,5.283618,2
Tauraco fischeri,MUSOPHAGIFORMES,Musophagidae,Fischer's Turaco,5,0.03125,1,1,0,NT,4,1,Diurnal,Herbivore,Forest,Not colonial,2.397940009,4.643767708,16.262744,4
Mirafra rufocinnamomea,PASSERIFORMES,Alaudidae,Flappet Lark,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.419955748,6.998216686,6.222338,2
Charadrius forbesi,CHARADRIIFORMES,Charadriidae,Forbes's Plover,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.948351288,6.827102786,12.908928,4
Apus berliozi,CAPRIMULGIFORMES,Apodidae,Forbes-Watson's Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Colonial,1.582063372,4.88886899,6.911629,1
Batis mixta,PASSERIFORMES,Platysteiridae,Forest Batis,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.086359824,4.751400807,7.469287,1
Crithagra scotops,PASSERIFORMES,Fringillidae,Forest Canary,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.152288344,5.239546284,3.708731,1
Peliperdix lathami,GALLIFORMES,Phasianidae,Forest Francolin,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.42975228,6.423938111,9.049638,2
Anthoscopus flavifrons,PASSERIFORMES,Remizidae,Forest Penduline-tit,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.968775699,6.075381015,10.54165,1
Rhinopomastus castaneiceps,BUCEROTIFORMES,Phoeniculidae,Forest Scimitarbill,6,0.073529412,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.38738982,5.794069463,17.695475,1
Tychaedon leucosticta,PASSERIFORMES,Muscicapidae,Forest Scrub-robin,7,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.405687787,5.997715863,8.468752,1
Dicrurus adsimilis,PASSERIFORMES,Dicruridae,Fork-tailed Drongo,4,0,0,0,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.605305046,7.163408065,4.863578,1
Pterocles quadricinctus,PTEROCLIFORMES,Pteroclidae,Four-banded Sandgrouse,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.255272505,6.593016284,19.327266,2
Falco alopex,FALCONIFORMES,Falconidae,Fox Kestrel,3,0,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.439332694,6.723038546,6.258678,2
Cisticola troglodytes,PASSERIFORMES,Cisticolidae,Foxy Cisticola,6,0.019230769,0,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.069638644,6.063821142,4.297883,1
Bubo poensis,STRIGIFORMES,Strigidae,Fraser's Eagle-owl,4,0.027777778,1,0,1,LC,5,1,Nocturnal,Carnivore,Forest,Not colonial,2.819872822,6.580445952,6.818062,3
Caprimulgus tristigma,CAPRIMULGIFORMES,Caprimulgidae,Freckled Nightjar,6,0,1,0,0,LC,5,1,Nocturnal,Carnivore,Open vegetation,Not colonial,1.897627091,6.653555075,11.38261,3
Laniarius fuelleborni,PASSERIFORMES,Malaconotidae,Fülleborn's Boubou,2,0,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.666517981,4.869997861,8.224081,1
Macronyx fuelleborni,PASSERIFORMES,Motacillidae,Fülleborn's Longclaw,7,0.039473684,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.742332282,6.317960308,6.655166,2
Argya fulva,PASSERIFORMES,Leiotrichidae,Fulvous Babbler,4,0.020833333,1,0,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,1.788168382,6.562527274,2.70158,5
Dendrocygna bicolor,ANSERIFORMES,Anatidae,Fulvous Whistling-duck,5,0.019230769,1,0,0,LC,5,4,Diurnal,Herbivore,Artificial,Not colonial,2.878808932,7.047468708,10.161525,4
Micronisus gabar,ACCIPITRIFORMES,Accipitridae,Gabar Goshawk,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.249198357,7.137923424,16.971548,4
Sheppardia gabela,PASSERIFORMES,Muscicapidae,Gabela Akalat,5,0,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.041392685,3.311186306,6.752283,2
Laniarius amboimensis,PASSERIFORMES,Malaconotidae,Gabela Bush-shrike,5,0,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.618875025,3.465988437,6.212332,2
Prionops gabela,PASSERIFORMES,Vangidae,Gabela Helmetshrike,3,0,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.586679533,3.664664117,8.406954,2
Centropus anselli,CUCULIFORMES,Cuculidae,Gabon Coucal,4,0.022727273,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.322219295,6.024803712,10.139682,2
Dendropicos gabonensis,PICIFORMES,Picidae,Gabon Woodpecker,6,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.414973348,6.227233967,3.043929,1
Muscicapa gambagae,PASSERIFORMES,Muscicapidae,Gambaga Flycatcher,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.113943352,5.748633478,4.936101,2
Spatula querquedula,ANSERIFORMES,Anatidae,Garganey,8,0,1,0,0,LC,5,4,Diurnal,Omnivore,Aquatic,Not colonial,2.5132176,6.979708175,3.655489,3
Megaceryle maxima,CORACIIFORMES,Alcedinidae,Giant Kingfisher,4,0.025,1,0,1,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.511883361,7.117260245,14.560422,11
Dreptes thomensis,PASSERIFORMES,Nectariniidae,Giant Sunbird,6,0.045454545,1,1,0,VU,3,1,Diurnal,Herbivore,Forest,Not colonial,1.348791468,2.523372432,5.915656,1
Ploceus grandis,PASSERIFORMES,Ploceidae,Giant Weaver,7,0.026315789,1,0,0,LC,5,1,Diurnal,Omnivore,Artificial,Not colonial,1.802773725,2.90801996,2.889262,1
Mirafra gilletti,PASSERIFORMES,Alaudidae,Gillett's Lark,4,0.025,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.350248018,5.658939709,6.254748,2
Plegadis falcinellus,PELECANIFORMES,Threskiornithidae,Glossy Ibis,3,0.076923077,0,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.801917972,7.19983139,20.7857,7
Malimbus ballmanni,PASSERIFORMES,Ploceidae,Gola Malimbe,3,0.027777778,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.322885272,4.46607755,3.731849,1
Aquila chrysaetos,ACCIPITRIFORMES,Accipitridae,Golden Eagle,3,0.022727273,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,3.629766267,5.897628136,8.236421,4
Calyptocichla serinus,PASSERIFORMES,Pycnonotidae,Golden Greenbul,5,0.03125,1,0,0,LC,5,3,Diurnal,Herbivore,Forest,Not colonial,1.588271707,6.113127765,13.990497,1
Caprimulgus eximius,CAPRIMULGIFORMES,Caprimulgidae,Golden Nightjar,5,0.033333333,1,0,0,LC,5,1,Nocturnal,Carnivore,Open vegetation,Not colonial,1.821513528,6.296989417,10.622335,4
Ploceus bojeri,PASSERIFORMES,Ploceidae,Golden Palm Weaver,5,0.032608696,1,0,0,LC,5,1,Diurnal,Omnivore,Aquatic,Colonial,1.354108439,5.352891835,2.91256,1
Tmetothylacus tenellus,PASSERIFORMES,Motacillidae,Golden Pipit,5,0.03125,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.303196066,6.107466412,11.663812,3
Euplectes aureus,PASSERIFORMES,Ploceidae,Golden-backed Bishop,3,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Colonial,1.336822157,4.651632009,6.463865,1
Ploceus jacksoni,PASSERIFORMES,Ploceidae,Golden-backed Weaver,6,0.03125,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Colonial,1.372912003,5.71925085,2.92222,3
Emberiza flaviventris,PASSERIFORMES,Emberizidae,Golden-breasted Bunting,6,0.013888889,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.261262869,6.842299522,8.058703,1
Lamprotornis regius,PASSERIFORMES,Sturnidae,Golden-breasted Starling,5,0.072916667,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.736396502,6.094164606,8.468039,8
Ploceus aureonucha,PASSERIFORMES,Ploceidae,Golden-naped Weaver,5,0.03125,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.319568382,4.220494782,2.935669,2
Campethera abingoni,PICIFORMES,Picidae,Golden-tailed Woodpecker,6,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.835690571,6.807413621,3.543147,2
Drepanorhynchus reichenowi,PASSERIFORMES,Nectariniidae,Golden-winged Sunbird,7,0.043478261,0,1,0,LC,5,2,Diurnal,Carnivore,Shrubland,Not colonial,1.167317335,5.440318614,5.968853,6
Ardea goliath,PELECANIFORMES,Ardeidae,Goliath Heron,4,0,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,3.650113164,7.247941275,8.821291,12
Telophorus viridis,PASSERIFORMES,Malaconotidae,Gorgeous Bush-shrike,4,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.571503352,6.005042334,8.968993,1
Apalis goslingi,PASSERIFORMES,Cisticolidae,Gosling's Apalis,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.020236742,5.890489568,5.157174,2
